Year;City;sport;country;gender;medal;age
1976;Montreal;Rowing;NZL;Men;Bronze;20
1976;Montreal;Rowing;NZL;Men;Bronze;19
1976;Montreal;Rowing;NZL;Men;Bronze;19
1976;Montreal;Rowing;NZL;Men;Bronze;22
1976;Montreal;Rowing;NZL;Men;Bronze;28
1976;Montreal;Rowing;NZL;Men;Bronze;18
1976;Montreal;Rowing;NZL;Men;Bronze;29
1976;Montreal;Rowing;NZL;Men;Bronze;22
1976;Montreal;Rowing;NZL;Men;Bronze;27
1976;Montreal;Rowing;GDR;Men;Gold;24
1976;Montreal;Rowing;GDR;Men;Gold;28
1976;Montreal;Rowing;GDR;Men;Gold;24
1976;Montreal;Rowing;GDR;Men;Gold;24
1976;Montreal;Rowing;GDR;Men;Gold;22
1976;Montreal;Rowing;GDR;Men;Gold;27
1976;Montreal;Rowing;GDR;Men;Gold;30
1976;Montreal;Rowing;GDR;Men;Gold;24
1976;Montreal;Rowing;GDR;Men;Gold;22
1976;Montreal;Rowing;GBR;Men;Silver;19
1976;Montreal;Rowing;GBR;Men;Silver;24
1976;Montreal;Rowing;GBR;Men;Silver;24
1976;Montreal;Rowing;GBR;Men;Silver;30
1976;Montreal;Rowing;GBR;Men;Silver;19
1976;Montreal;Rowing;GBR;Men;Silver;18
1976;Montreal;Rowing;GBR;Men;Silver;24
1976;Montreal;Rowing;GBR;Men;Silver;24
1976;Montreal;Rowing;GBR;Men;Silver;26
1976;Montreal;Rowing;USA;Women;Bronze;19
1976;Montreal;Rowing;USA;Women;Bronze;19
1976;Montreal;Rowing;USA;Women;Bronze;21
1976;Montreal;Rowing;USA;Women;Bronze;18
1976;Montreal;Rowing;USA;Women;Bronze;20
1976;Montreal;Rowing;USA;Women;Bronze;25
1976;Montreal;Rowing;USA;Women;Bronze;18
1976;Montreal;Rowing;USA;Women;Bronze;21
1976;Montreal;Rowing;USA;Women;Bronze;20
1976;Montreal;Rowing;GDR;Women;Gold;28
1976;Montreal;Rowing;GDR;Women;Gold;26
1976;Montreal;Rowing;GDR;Women;Gold;19
1976;Montreal;Rowing;GDR;Women;Gold;20
1976;Montreal;Rowing;GDR;Women;Gold;27
1976;Montreal;Rowing;GDR;Women;Gold;19
1976;Montreal;Rowing;GDR;Women;Gold;27
1976;Montreal;Rowing;GDR;Women;Gold;19
1976;Montreal;Rowing;GDR;Women;Gold;29
1976;Montreal;Rowing;URS;Women;Silver;23
1976;Montreal;Rowing;URS;Women;Silver;25
1976;Montreal;Rowing;URS;Women;Silver;28
1976;Montreal;Rowing;URS;Women;Silver;20
1976;Montreal;Rowing;URS;Women;Silver;21
1976;Montreal;Rowing;URS;Women;Silver;26
1976;Montreal;Rowing;URS;Women;Silver;21
1976;Montreal;Rowing;URS;Women;Silver;18
1976;Montreal;Rowing;URS;Women;Silver;24
1976;Montreal;Rowing;URS;Men;Bronze;29
1976;Montreal;Rowing;URS;Men;Bronze;23
1976;Montreal;Rowing;URS;Men;Bronze;19
1976;Montreal;Rowing;URS;Men;Bronze;23
1976;Montreal;Rowing;GDR;Men;Gold;25
1976;Montreal;Rowing;GDR;Men;Gold;21
1976;Montreal;Rowing;GDR;Men;Gold;20
1976;Montreal;Rowing;GDR;Men;Gold;25
1976;Montreal;Rowing;NOR;Men;Silver;21
1976;Montreal;Rowing;NOR;Men;Silver;28
1976;Montreal;Rowing;NOR;Men;Silver;20
1976;Montreal;Rowing;NOR;Men;Silver;22
1976;Montreal;Rowing;FRG;Men;Bronze;29
1976;Montreal;Rowing;FRG;Men;Bronze;22
1976;Montreal;Rowing;FRG;Men;Bronze;19
1976;Montreal;Rowing;FRG;Men;Bronze;22
1976;Montreal;Rowing;FRG;Men;Bronze;21
1976;Montreal;Rowing;URS;Men;Gold;22
1976;Montreal;Rowing;URS;Men;Gold;28
1976;Montreal;Rowing;URS;Men;Gold;24
1976;Montreal;Rowing;URS;Men;Gold;21
1976;Montreal;Rowing;URS;Men;Gold;22
1976;Montreal;Rowing;GDR;Men;Silver;22
1976;Montreal;Rowing;GDR;Men;Silver;25
1976;Montreal;Rowing;GDR;Men;Silver;30
1976;Montreal;Rowing;GDR;Men;Silver;18
1976;Montreal;Rowing;GDR;Men;Silver;22
1976;Montreal;Rowing;URS;Women;Bronze;21
1976;Montreal;Rowing;URS;Women;Bronze;24
1976;Montreal;Rowing;URS;Women;Bronze;22
1976;Montreal;Rowing;URS;Women;Bronze;20
1976;Montreal;Rowing;URS;Women;Bronze;19
1976;Montreal;Rowing;GDR;Women;Gold;18
1976;Montreal;Rowing;GDR;Women;Gold;25
1976;Montreal;Rowing;GDR;Women;Gold;18
1976;Montreal;Rowing;GDR;Women;Gold;28
1976;Montreal;Rowing;GDR;Women;Gold;20
1976;Montreal;Rowing;BUL;Women;Silver;21
1976;Montreal;Rowing;BUL;Women;Silver;26
1976;Montreal;Rowing;BUL;Women;Silver;20
1976;Montreal;Rowing;BUL;Women;Silver;22
1976;Montreal;Rowing;BUL;Women;Silver;21
1976;Montreal;Rowing;FRG;Women;Bronze;23
1976;Montreal;Rowing;FRG;Women;Bronze;25
1976;Montreal;Rowing;BUL;Women;Gold;26
1976;Montreal;Rowing;BUL;Women;Gold;24
1976;Montreal;Rowing;GDR;Women;Silver;24
1976;Montreal;Rowing;GDR;Women;Silver;22
1976;Montreal;Rowing;TCH;Men;Bronze;21
1976;Montreal;Rowing;TCH;Men;Bronze;19
1976;Montreal;Rowing;TCH;Men;Bronze;23
1976;Montreal;Rowing;GDR;Men;Gold;22
1976;Montreal;Rowing;GDR;Men;Gold;22
1976;Montreal;Rowing;GDR;Men;Gold;18
1976;Montreal;Rowing;URS;Men;Silver;28
1976;Montreal;Rowing;URS;Men;Silver;21
1976;Montreal;Rowing;URS;Men;Silver;25
1976;Montreal;Rowing;ROU;Women;Bronze;27
1976;Montreal;Rowing;ROU;Women;Bronze;26
1976;Montreal;Rowing;ROU;Women;Bronze;27
1976;Montreal;Rowing;ROU;Women;Bronze;27
1976;Montreal;Rowing;ROU;Women;Bronze;23
1976;Montreal;Rowing;GDR;Women;Gold;27
1976;Montreal;Rowing;GDR;Women;Gold;24
1976;Montreal;Rowing;GDR;Women;Gold;25
1976;Montreal;Rowing;GDR;Women;Gold;18
1976;Montreal;Rowing;GDR;Women;Gold;19
1976;Montreal;Rowing;URS;Women;Silver;23
1976;Montreal;Rowing;URS;Women;Silver;20
1976;Montreal;Rowing;URS;Women;Silver;29
1976;Montreal;Rowing;URS;Women;Silver;18
1976;Montreal;Rowing;URS;Women;Silver;28
1976;Montreal;Rowing;TCH;Men;Bronze;23
1976;Montreal;Rowing;TCH;Men;Bronze;21
1976;Montreal;Rowing;TCH;Men;Bronze;20
1976;Montreal;Rowing;TCH;Men;Bronze;25
1976;Montreal;Rowing;GDR;Men;Gold;29
1976;Montreal;Rowing;GDR;Men;Gold;29
1976;Montreal;Rowing;GDR;Men;Gold;18
1976;Montreal;Rowing;GDR;Men;Gold;20
1976;Montreal;Rowing;URS;Men;Silver;21
1976;Montreal;Rowing;URS;Men;Silver;23
1976;Montreal;Rowing;URS;Men;Silver;21
1976;Montreal;Rowing;URS;Men;Silver;27
1976;Montreal;Rowing;GDR;Men;Bronze;30
1976;Montreal;Rowing;FIN;Men;Gold;25
1976;Montreal;Rowing;FRG;Men;Silver;25
1976;Montreal;Rowing;URS;Women;Bronze;30
1976;Montreal;Rowing;GDR;Women;Gold;26
1976;Montreal;Rowing;USA;Women;Silver;25
1976;Montreal;Sailing;AUS;Men;Bronze;28
1976;Montreal;Sailing;AUS;Men;Bronze;19
1976;Montreal;Sailing;FRG;Men;Gold;26
1976;Montreal;Sailing;FRG;Men;Gold;22
1976;Montreal;Sailing;ESP;Men;Silver;18
1976;Montreal;Sailing;ESP;Men;Silver;27
1976;Montreal;Sailing;GDR;Men;Bronze;18
1976;Montreal;Sailing;GDR;Men;Bronze;25
1976;Montreal;Sailing;GDR;Men;Bronze;24
1976;Montreal;Sailing;DEN;Men;Gold;27
1976;Montreal;Sailing;DEN;Men;Gold;24
1976;Montreal;Sailing;DEN;Men;Gold;27
1976;Montreal;Sailing;USA;Men;Silver;21
1976;Montreal;Sailing;USA;Men;Silver;27
1976;Montreal;Sailing;USA;Men;Silver;19
1976;Montreal;Sailing;BRA;Men;Bronze;28
1976;Montreal;Sailing;BRA;Men;Bronze;29
1976;Montreal;Sailing;FRG;Men;Gold;22
1976;Montreal;Sailing;FRG;Men;Gold;18
1976;Montreal;Sailing;GBR;Men;Silver;18
1976;Montreal;Sailing;GBR;Men;Silver;23
1976;Montreal;Sailing;AUS;Men;Bronze;19
1976;Montreal;Sailing;GDR;Men;Gold;25
1976;Montreal;Sailing;URS;Men;Silver;30
1976;Montreal;Sailing;USA;Men;Bronze;30
1976;Montreal;Sailing;USA;Men;Bronze;21
1976;Montreal;Sailing;SWE;Men;Gold;23
1976;Montreal;Sailing;SWE;Men;Gold;25
1976;Montreal;Sailing;URS;Men;Silver;18
1976;Montreal;Sailing;URS;Men;Silver;24
1976;Montreal;Sailing;FRG;Men;Bronze;26
1976;Montreal;Sailing;FRG;Men;Bronze;21
1976;Montreal;Sailing;GBR;Men;Gold;26
1976;Montreal;Sailing;GBR;Men;Gold;30
1976;Montreal;Sailing;USA;Men;Silver;21
1976;Montreal;Sailing;USA;Men;Silver;26
1976;Montreal;Shooting;ITA;Men;Bronze;26
1976;Montreal;Shooting;GDR;Men;Gold;24
1976;Montreal;Shooting;GDR;Men;Silver;21
1976;Montreal;Shooting;AUT;Men;Bronze;29
1976;Montreal;Shooting;GDR;Men;Gold;21
1976;Montreal;Shooting;GDR;Men;Silver;26
1976;Montreal;Shooting;FRG;Men;Bronze;20
1976;Montreal;Shooting;USA;Men;Gold;21
1976;Montreal;Shooting;USA;Women;Silver;26
1976;Montreal;Shooting;URS;Men;Bronze;20
1976;Montreal;Shooting;FRG;Men;Gold;29
1976;Montreal;Shooting;FRG;Men;Silver;21
1976;Montreal;Shooting;POL;Men;Bronze;24
1976;Montreal;Shooting;URS;Men;Gold;21
1976;Montreal;Shooting;URS;Men;Silver;18
1976;Montreal;Shooting;POL;Men;Bronze;28
1976;Montreal;Shooting;TCH;Men;Gold;23
1976;Montreal;Shooting;NED;Men;Silver;18
1976;Montreal;Shooting;ITA;Men;Bronze;29
1976;Montreal;Shooting;USA;Men;Gold;25
1976;Montreal;Shooting;POR;Men;Silver;28
1976;Montreal;Volleyball;CUB;Men;Bronze;26
1976;Montreal;Volleyball;CUB;Men;Bronze;18
1976;Montreal;Volleyball;CUB;Men;Bronze;23
1976;Montreal;Volleyball;CUB;Men;Bronze;30
1976;Montreal;Volleyball;CUB;Men;Bronze;22
1976;Montreal;Volleyball;CUB;Men;Bronze;28
1976;Montreal;Volleyball;CUB;Men;Bronze;23
1976;Montreal;Volleyball;CUB;Men;Bronze;23
1976;Montreal;Volleyball;CUB;Men;Bronze;23
1976;Montreal;Volleyball;CUB;Men;Bronze;23
1976;Montreal;Volleyball;CUB;Men;Bronze;18
1976;Montreal;Volleyball;CUB;Men;Bronze;20
1976;Montreal;Volleyball;POL;Men;Gold;26
1976;Montreal;Volleyball;POL;Men;Gold;23
1976;Montreal;Volleyball;POL;Men;Gold;25
1976;Montreal;Volleyball;POL;Men;Gold;24
1976;Montreal;Volleyball;POL;Men;Gold;29
1976;Montreal;Volleyball;POL;Men;Gold;25
1976;Montreal;Volleyball;POL;Men;Gold;20
1976;Montreal;Volleyball;POL;Men;Gold;25
1976;Montreal;Volleyball;POL;Men;Gold;25
1976;Montreal;Volleyball;POL;Men;Gold;25
1976;Montreal;Volleyball;POL;Men;Gold;29
1976;Montreal;Volleyball;POL;Men;Gold;22
1976;Montreal;Volleyball;URS;Men;Silver;21
1976;Montreal;Volleyball;URS;Men;Silver;26
1976;Montreal;Volleyball;URS;Men;Silver;27
1976;Montreal;Volleyball;URS;Men;Silver;22
1976;Montreal;Volleyball;URS;Men;Silver;27
1976;Montreal;Volleyball;URS;Men;Silver;30
1976;Montreal;Volleyball;URS;Men;Silver;27
1976;Montreal;Volleyball;URS;Men;Silver;27
1976;Montreal;Volleyball;URS;Men;Silver;23
1976;Montreal;Volleyball;URS;Men;Silver;29
1976;Montreal;Volleyball;URS;Men;Silver;24
1976;Montreal;Volleyball;URS;Men;Silver;21
1976;Montreal;Volleyball;KOR;Women;Bronze;23
1976;Montreal;Volleyball;KOR;Women;Bronze;26
1976;Montreal;Volleyball;KOR;Women;Bronze;26
1976;Montreal;Volleyball;KOR;Women;Bronze;19
1976;Montreal;Volleyball;KOR;Women;Bronze;24
1976;Montreal;Volleyball;KOR;Women;Bronze;18
1976;Montreal;Volleyball;KOR;Women;Bronze;25
1976;Montreal;Volleyball;KOR;Women;Bronze;22
1976;Montreal;Volleyball;KOR;Women;Bronze;25
1976;Montreal;Volleyball;KOR;Women;Bronze;22
1976;Montreal;Volleyball;KOR;Women;Bronze;29
1976;Montreal;Volleyball;KOR;Women;Bronze;25
1976;Montreal;Volleyball;JPN;Women;Gold;18
1976;Montreal;Volleyball;JPN;Women;Gold;19
1976;Montreal;Volleyball;JPN;Women;Gold;30
1976;Montreal;Volleyball;JPN;Women;Gold;19
1976;Montreal;Volleyball;JPN;Women;Gold;27
1976;Montreal;Volleyball;JPN;Women;Gold;19
1976;Montreal;Volleyball;JPN;Women;Gold;20
1976;Montreal;Volleyball;JPN;Women;Gold;22
1976;Montreal;Volleyball;JPN;Women;Gold;28
1976;Montreal;Volleyball;JPN;Women;Gold;26
1976;Montreal;Volleyball;JPN;Women;Gold;28
1976;Montreal;Volleyball;JPN;Women;Gold;21
1976;Montreal;Volleyball;URS;Women;Silver;18
1976;Montreal;Volleyball;URS;Women;Silver;18
1976;Montreal;Volleyball;URS;Women;Silver;21
1976;Montreal;Volleyball;URS;Women;Silver;24
1976;Montreal;Volleyball;URS;Women;Silver;25
1976;Montreal;Volleyball;URS;Women;Silver;18
1976;Montreal;Volleyball;URS;Women;Silver;30
1976;Montreal;Volleyball;URS;Women;Silver;28
1976;Montreal;Volleyball;URS;Women;Silver;22
1976;Montreal;Volleyball;URS;Women;Silver;18
1976;Montreal;Volleyball;URS;Women;Silver;26
1976;Montreal;Volleyball;URS;Women;Silver;26
1976;Montreal;Weightlifting;IRI;Men;Bronze;30
1976;Montreal;Weightlifting;URS;Men;Gold;26
1976;Montreal;Weightlifting;HUN;Men;Silver;24
1976;Montreal;Weightlifting;JPN;Men;Bronze;18
1976;Montreal;Weightlifting;BUL;Men;Gold;23
1976;Montreal;Weightlifting;POL;Men;Silver;20
1976;Montreal;Weightlifting;GDR;Men;Bronze;30
1976;Montreal;Weightlifting;URS;Men;Gold;27
1976;Montreal;Weightlifting;GDR;Men;Silver;21
1976;Montreal;Weightlifting;JPN;Men;Bronze;29
1976;Montreal;Weightlifting;URS;Men;Gold;18
1976;Montreal;Weightlifting;BUL;Men;Silver;21
1976;Montreal;Weightlifting;POL;Men;Bronze;27
1976;Montreal;Weightlifting;URS;Men;Gold;18
1976;Montreal;Weightlifting;FRA;Men;Silver;18
1976;Montreal;Weightlifting;GDR;Men;Bronze;29
1976;Montreal;Weightlifting;BUL;Men;Gold;22
1976;Montreal;Weightlifting;URS;Men;Silver;18
1976;Montreal;Weightlifting;HUN;Men;Bronze;18
1976;Montreal;Weightlifting;URS;Men;Gold;25
1976;Montreal;Weightlifting;BUL;Men;Silver;30
1976;Montreal;Weightlifting;BUL;Men;Bronze;18
1976;Montreal;Weightlifting;URS;Men;Gold;25
1976;Montreal;Weightlifting;USA;Men;Silver;24
1976;Montreal;Weightlifting;POL;Men;Bronze;30
1976;Montreal;Weightlifting;URS;Men;Gold;30
1976;Montreal;Weightlifting;BUL;Men;Silver;29
1976;Montreal;Wrestling;JPN;Men;Bronze;19
1976;Montreal;Wrestling;BUL;Men;Gold;26
1976;Montreal;Wrestling;URS;Men;Silver;23
1976;Montreal;Wrestling;ROU;Men;Bronze;29
1976;Montreal;Wrestling;URS;Men;Gold;26
1976;Montreal;Wrestling;HUN;Men;Silver;23
1976;Montreal;Wrestling;KOR;Men;Bronze;18
1976;Montreal;Wrestling;JPN;Men;Gold;25
1976;Montreal;Wrestling;URS;Men;Silver;30
1976;Montreal;Wrestling;JPN;Men;Bronze;18
1976;Montreal;Wrestling;URS;Men;Gold;29
1976;Montreal;Wrestling;GDR;Men;Silver;28
1976;Montreal;Wrestling;USA;Men;Bronze;30
1976;Montreal;Wrestling;KOR;Men;Gold;19
1976;Montreal;Wrestling;MGL;Men;Silver;20
1976;Montreal;Wrestling;JPN;Men;Bronze;26
1976;Montreal;Wrestling;URS;Men;Gold;28
1976;Montreal;Wrestling;USA;Men;Silver;25
1976;Montreal;Wrestling;USA;Men;Bronze;28
1976;Montreal;Wrestling;JPN;Men;Gold;24
1976;Montreal;Wrestling;IRI;Men;Silver;25
1976;Montreal;Wrestling;FRG;Men;Bronze;26
1976;Montreal;Wrestling;USA;Men;Gold;20
1976;Montreal;Wrestling;URS;Men;Silver;20
1976;Montreal;Wrestling;ROU;Men;Bronze;30
1976;Montreal;Wrestling;URS;Men;Gold;25
1976;Montreal;Wrestling;USA;Men;Silver;19
1976;Montreal;Wrestling;BUL;Men;Bronze;26
1976;Montreal;Wrestling;URS;Men;Gold;21
1976;Montreal;Wrestling;USA;Men;Silver;26
1976;Montreal;Wrestling;BUL;Men;Bronze;27
1976;Montreal;Wrestling;URS;Men;Gold;22
1976;Montreal;Wrestling;ROU;Men;Silver;28
1976;Montreal;Wrestling;ROU;Men;Bronze;27
1976;Montreal;Wrestling;URS;Men;Gold;28
1976;Montreal;Wrestling;BUL;Men;Silver;25
1976;Montreal;Wrestling;JPN;Men;Bronze;19
1976;Montreal;Wrestling;URS;Men;Gold;21
1976;Montreal;Wrestling;ROU;Men;Silver;22
1976;Montreal;Wrestling;URS;Men;Bronze;18
1976;Montreal;Wrestling;FIN;Men;Gold;18
1976;Montreal;Wrestling;YUG;Men;Silver;25
1976;Montreal;Wrestling;HUN;Men;Bronze;29
1976;Montreal;Wrestling;POL;Men;Gold;29
1976;Montreal;Wrestling;URS;Men;Silver;22
1976;Montreal;Wrestling;GDR;Men;Bronze;29
1976;Montreal;Wrestling;URS;Men;Gold;28
1976;Montreal;Wrestling;ROU;Men;Silver;28
1976;Montreal;Wrestling;FRG;Men;Bronze;23
1976;Montreal;Wrestling;URS;Men;Gold;25
1976;Montreal;Wrestling;TCH;Men;Silver;21
1976;Montreal;Wrestling;BUL;Men;Bronze;20
1976;Montreal;Wrestling;YUG;Men;Gold;21
1976;Montreal;Wrestling;URS;Men;Silver;30
1976;Montreal;Wrestling;POL;Men;Bronze;18
1976;Montreal;Wrestling;URS;Men;Gold;29
1976;Montreal;Wrestling;BUL;Men;Silver;30
1976;Montreal;Wrestling;POL;Men;Bronze;20
1976;Montreal;Wrestling;URS;Men;Gold;18
1976;Montreal;Wrestling;BUL;Men;Silver;30
1980;Moscow;Aquatics;URS;Men;Bronze;29
1980;Moscow;Aquatics;GDR;Men;Gold;20
1980;Moscow;Aquatics;URS;Men;Silver;25
1980;Moscow;Aquatics;URS;Women;Bronze;24
1980;Moscow;Aquatics;GDR;Women;Gold;28
1980;Moscow;Aquatics;URS;Women;Silver;28
1980;Moscow;Aquatics;ITA;Men;Bronze;26
1980;Moscow;Aquatics;URS;Men;Gold;21
1980;Moscow;Aquatics;MEX;Men;Silver;24
1980;Moscow;Aquatics;GDR;Women;Bronze;28
1980;Moscow;Aquatics;URS;Women;Gold;29
1980;Moscow;Aquatics;GDR;Women;Silver;20
1980;Moscow;Aquatics;URS;Men;Bronze;30
1980;Moscow;Aquatics;SWE;Men;Gold;28
1980;Moscow;Aquatics;URS;Men;Silver;24
1980;Moscow;Aquatics;GDR;Women;Bronze;28
1980;Moscow;Aquatics;GDR;Women;Gold;22
1980;Moscow;Aquatics;GDR;Women;Silver;23
1980;Moscow;Aquatics;AUS;Men;Bronze;22
1980;Moscow;Aquatics;GBR;Men;Gold;29
1980;Moscow;Aquatics;URS;Men;Silver;27
1980;Moscow;Aquatics;DEN;Women;Bronze;19
1980;Moscow;Aquatics;GDR;Women;Gold;27
1980;Moscow;Aquatics;URS;Women;Silver;26
1980;Moscow;Aquatics;ESP;Men;Bronze;19
1980;Moscow;Aquatics;SWE;Men;Gold;21
1980;Moscow;Aquatics;GDR;Men;Silver;20
1980;Moscow;Aquatics;GDR;Women;Bronze;28
1980;Moscow;Aquatics;GDR;Women;Gold;22
1980;Moscow;Aquatics;GDR;Women;Silver;25
1980;Moscow;Aquatics;SWE;Men;Bronze;29
1980;Moscow;Aquatics;GDR;Men;Gold;27
1980;Moscow;Aquatics;SWE;Men;Silver;27
1980;Moscow;Aquatics;GDR;Women;Bronze;20
1980;Moscow;Aquatics;GDR;Women;Gold;19
1980;Moscow;Aquatics;GDR;Women;Silver;20
1980;Moscow;Aquatics;AUS;Men;Bronze;26
1980;Moscow;Aquatics;URS;Men;Gold;28
1980;Moscow;Aquatics;URS;Men;Silver;28
1980;Moscow;Aquatics;AUS;Men;Bronze;29
1980;Moscow;Aquatics;HUN;Men;Gold;29
1980;Moscow;Aquatics;HUN;Men;Silver;29
1980;Moscow;Aquatics;GDR;Women;Bronze;20
1980;Moscow;Aquatics;GDR;Women;Gold;29
1980;Moscow;Aquatics;GDR;Women;Silver;24
1980;Moscow;Aquatics;URS;Men;Bronze;28
1980;Moscow;Aquatics;URS;Men;Gold;21
1980;Moscow;Aquatics;HUN;Men;Silver;29
1980;Moscow;Aquatics;URS;Women;Bronze;20
1980;Moscow;Aquatics;URS;Women;Gold;23
1980;Moscow;Aquatics;URS;Women;Silver;18
1980;Moscow;Aquatics;GDR;Men;Bronze;26
1980;Moscow;Aquatics;URS;Men;Gold;19
1980;Moscow;Aquatics;GBR;Men;Silver;27
1980;Moscow;Aquatics;AUS;Women;Bronze;25
1980;Moscow;Aquatics;GDR;Women;Gold;18
1980;Moscow;Aquatics;GDR;Women;Silver;20
1980;Moscow;Aquatics;AUS;Men;Bronze;30
1980;Moscow;Aquatics;URS;Men;Gold;30
1980;Moscow;Aquatics;URS;Men;Silver;21
1980;Moscow;Aquatics;GDR;Women;Bronze;24
1980;Moscow;Aquatics;GDR;Women;Gold;22
1980;Moscow;Aquatics;GDR;Women;Silver;18
1980;Moscow;Aquatics;URS;Men;Bronze;21
1980;Moscow;Aquatics;URS;Men;Gold;28
1980;Moscow;Aquatics;URS;Men;Silver;24
1980;Moscow;Aquatics;GDR;Women;Bronze;20
1980;Moscow;Aquatics;GDR;Women;Gold;23
1980;Moscow;Aquatics;GDR;Women;Silver;20
1980;Moscow;Aquatics;HUN;Men;Bronze;25
1980;Moscow;Aquatics;URS;Men;Gold;19
1980;Moscow;Aquatics;URS;Men;Silver;21
1980;Moscow;Aquatics;POL;Women;Bronze;22
1980;Moscow;Aquatics;GDR;Women;Gold;22
1980;Moscow;Aquatics;GBR;Women;Silver;28
1980;Moscow;Aquatics;NED;Women;Bronze;23
1980;Moscow;Aquatics;NED;Women;Bronze;30
1980;Moscow;Aquatics;NED;Women;Bronze;23
1980;Moscow;Aquatics;NED;Women;Bronze;21
1980;Moscow;Aquatics;GDR;Women;Gold;28
1980;Moscow;Aquatics;GDR;Women;Gold;20
1980;Moscow;Aquatics;GDR;Women;Gold;25
1980;Moscow;Aquatics;GDR;Women;Gold;23
1980;Moscow;Aquatics;SWE;Women;Silver;24
1980;Moscow;Aquatics;SWE;Women;Silver;24
1980;Moscow;Aquatics;SWE;Women;Silver;18
1980;Moscow;Aquatics;SWE;Women;Silver;19
1980;Moscow;Aquatics;GBR;Men;Bronze;22
1980;Moscow;Aquatics;GBR;Men;Bronze;22
1980;Moscow;Aquatics;GBR;Men;Bronze;22
1980;Moscow;Aquatics;GBR;Men;Bronze;21
1980;Moscow;Aquatics;AUS;Men;Gold;29
1980;Moscow;Aquatics;AUS;Men;Gold;22
1980;Moscow;Aquatics;AUS;Men;Gold;27
1980;Moscow;Aquatics;AUS;Men;Gold;29
1980;Moscow;Aquatics;URS;Men;Silver;18
1980;Moscow;Aquatics;URS;Men;Silver;26
1980;Moscow;Aquatics;URS;Men;Silver;29
1980;Moscow;Aquatics;URS;Men;Silver;30
1980;Moscow;Aquatics;URS;Women;Bronze;23
1980;Moscow;Aquatics;URS;Women;Bronze;26
1980;Moscow;Aquatics;URS;Women;Bronze;22
1980;Moscow;Aquatics;URS;Women;Bronze;18
1980;Moscow;Aquatics;GDR;Women;Gold;25
1980;Moscow;Aquatics;GDR;Women;Gold;21
1980;Moscow;Aquatics;GDR;Women;Gold;20
1980;Moscow;Aquatics;GDR;Women;Gold;29
1980;Moscow;Aquatics;GBR;Women;Silver;28
1980;Moscow;Aquatics;GBR;Women;Silver;25
1980;Moscow;Aquatics;GBR;Women;Silver;28
1980;Moscow;Aquatics;GBR;Women;Silver;24
1980;Moscow;Aquatics;BRA;Men;Bronze;19
1980;Moscow;Aquatics;BRA;Men;Bronze;29
1980;Moscow;Aquatics;BRA;Men;Bronze;25
1980;Moscow;Aquatics;BRA;Men;Bronze;26
1980;Moscow;Aquatics;URS;Men;Gold;22
1980;Moscow;Aquatics;URS;Men;Gold;26
1980;Moscow;Aquatics;URS;Men;Gold;23
1980;Moscow;Aquatics;URS;Men;Gold;30
1980;Moscow;Aquatics;GDR;Men;Silver;21
1980;Moscow;Aquatics;GDR;Men;Silver;26
1980;Moscow;Aquatics;GDR;Men;Silver;29
1980;Moscow;Aquatics;GDR;Men;Silver;29
1980;Moscow;Aquatics;GDR;Women;Bronze;29
1980;Moscow;Aquatics;AUS;Women;Gold;27
1980;Moscow;Aquatics;GDR;Women;Silver;27
1980;Moscow;Aquatics;HUN;Men;Bronze;29
1980;Moscow;Aquatics;HUN;Men;Bronze;30
1980;Moscow;Aquatics;HUN;Men;Bronze;19
1980;Moscow;Aquatics;HUN;Men;Bronze;26
1980;Moscow;Aquatics;HUN;Men;Bronze;19
1980;Moscow;Aquatics;HUN;Men;Bronze;27
1980;Moscow;Aquatics;HUN;Men;Bronze;30
1980;Moscow;Aquatics;HUN;Men;Bronze;21
1980;Moscow;Aquatics;HUN;Men;Bronze;19
1980;Moscow;Aquatics;HUN;Men;Bronze;28
1980;Moscow;Aquatics;HUN;Men;Bronze;25
1980;Moscow;Aquatics;URS;Men;Gold;25
1980;Moscow;Aquatics;URS;Men;Gold;26
1980;Moscow;Aquatics;URS;Men;Gold;26
1980;Moscow;Aquatics;URS;Men;Gold;25
1980;Moscow;Aquatics;URS;Men;Gold;24
1980;Moscow;Aquatics;URS;Men;Gold;27
1980;Moscow;Aquatics;URS;Men;Gold;26
1980;Moscow;Aquatics;URS;Men;Gold;20
1980;Moscow;Aquatics;URS;Men;Gold;27
1980;Moscow;Aquatics;URS;Men;Gold;23
1980;Moscow;Aquatics;URS;Men;Gold;23
1980;Moscow;Aquatics;YUG;Men;Silver;29
1980;Moscow;Aquatics;YUG;Men;Silver;27
1980;Moscow;Aquatics;YUG;Men;Silver;28
1980;Moscow;Aquatics;YUG;Men;Silver;21
1980;Moscow;Aquatics;YUG;Men;Silver;24
1980;Moscow;Aquatics;YUG;Men;Silver;30
1980;Moscow;Aquatics;YUG;Men;Silver;18
1980;Moscow;Aquatics;YUG;Men;Silver;22
1980;Moscow;Aquatics;YUG;Men;Silver;29
1980;Moscow;Aquatics;YUG;Men;Silver;24
1980;Moscow;Aquatics;YUG;Men;Silver;23
1980;Moscow;Archery;ITA;Men;Bronze;28
1980;Moscow;Archery;FIN;Men;Gold;23
1980;Moscow;Archery;URS;Men;Silver;21
1980;Moscow;Archery;FIN;Women;Bronze;24
1980;Moscow;Archery;URS;Women;Gold;21
1980;Moscow;Archery;URS;Women;Silver;20
