ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
TI;COLOMBIA;M;16/09/2003;20194;SB11201940241217;ESTUDIANTE;No;COLOMBIA;NA;HUILA;41;GARZÓN;41298;Estrato 1;3 a 4;Dos;Primaria completa;Secundaria (Bachillerato) completa;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;No;No;Si;No;No;No;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;30 minutos o menos;Menos de 10 horas;No;64584;4,41298E+11;IE AGROP. DEL HUILA;MIXTO;OFICIAL;A;N;TÉCNICO;4,41298E+11;AGROP DEL HUILA;S;RURAL;COMPLETA;41298;GARZÓN;41;HUILA;N;41298;GARZÓN;HUILA;41;44;23;2;46;36;2;44;37;2;46;51;2;49;54;A1;227;38;455.099.778.654.335;2;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;2/10/2002;20194;SB11201940392637;ESTUDIANTE;No;COLOMBIA;NA;BOYACA;15;TUNJA;15001;Estrato 2;1 a 2;Dos;Educación profesional incompleta;Secundaria (Bachillerato) incompleta;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;Si;No;No;MÁS DE 100 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Igual;No leo por entretenimiento;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;607606;3,15001E+11;CENT EDUC COL GIMNASIO SANTANDER;MIXTO;NO OFICIAL;A;NA;NO APLICA;3,15001E+11;CENT EDUC COL GIMNASIO SANTANDER;S;URBANO;COMPLETA;15001;TUNJA;15;BOYACA;N;15001;TUNJA;BOYACA;15;55;61;3;55;64;3;61;88;3;60;84;3;60;83;A2;290;79;571.353.614.506.121;3;3;PUBLICAR;NO
TI;COLOMBIA;F;4/05/2001;20194;SB11201940092259;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;SABANETA;5631;Estrato 2;5 a 6;Dos;Primaria completa;Primaria incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;No;No;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;Entre 11 y 20 horas;Si, en efectivo;131136;3,05631E+11;INSTITUTO CORFERRINI;MIXTO;NO OFICIAL;A;NA;ACADÉMICO;3,05631E+11;INSTITUTO CORFERRINI;S;URBANO;SABATINA;5631;SABANETA;5;ANTIOQUIA;N;5631;SABANETA;ANTIOQUIA;5;40;13;2;28;3;1;30;4;1;34;17;1;34;13;A-;165;5;453.102.808.048.663;2;3;PUBLICAR;NO
TI;COLOMBIA;M;13/08/2002;20194;SB11201940139400;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 2;5 a 6;Dos;Técnica o tecnológica incompleta;Secundaria (Bachillerato) completa;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;Todos o casi todos los días;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;721878;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL DEL BARRIO SIMON BOLIVAR;MIXTO;OFICIAL;A;NA;TÉCNICO/ACADÉMICO;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL DEL BARRIO SIMON BOLIVAR - SEDE PRINCIPAL;S;URBANO;UNICA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;66;90;4;61;79;3;62;90;3;63;90;3;48;51;A1;309;88;507.533.743.419.959;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;30/11/2002;20194;SB11201940088196;ESTUDIANTE;Si;COLOMBIA;Comunidad afrodescendiente;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 1;5 a 6;Tres;Primaria incompleta;Primaria incompleta;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;Si, en efectivo;76539;1,13001E+11;INSTITUCION EDUCATIVA REPUBLICA DEL LIBANO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,13001E+11;INSTITUCION EDUCATIVA REPUBLICA DEL LIBANO;S;URBANO;TARDE;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;49;38;2;33;8;1;49;56;2;44;45;2;38;23;A-;217;31;351.046.373.334.622;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;26/03/2001;20194;SB11201940574402;ESTUDIANTE;No;COLOMBIA;NA;HUILA;41;NEIVA;41001;Estrato 1;5 a 6;Tres;Primaria completa;Primaria incompleta;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;No;No;Si;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;9845;1,41001E+11;INEM JULIAN MOTTA SALAS;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,41001E+11;INEM JULIAN MOTTA SALAS;S;URBANO;MAÑANA;41001;NEIVA;41;HUILA;N;41001;NEIVA;HUILA;41;60;76;3;77;99;4;70;98;3;76;100;4;57;78;A1;348;98;480.980.319.505.041;2;3;PUBLICAR;NO
TI;COLOMBIA;F;6/08/2002;20194;SB11201940202276;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;3 a 4;Tres;Educación profesional completa;Educación profesional completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;Si;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;Nunca o rara vez comemos eso;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;98582;3,11001E+11;COL DEL SANTISIMO SACRAMENTO;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COL DEL SANTISIMO SACRAMENTO;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;52;48;3;55;62;3;45;40;2;52;68;2;56;74;A1;257;59;625.501.754.935.838;3;3;PUBLICAR;NO
TI;COLOMBIA;F;25/01/2000;20194;SB11201940478729;ESTUDIANTE;No;COLOMBIA;NA;TOLIMA;73;IBAGUÉ;73001;Estrato 1;1 a 2;Dos;Primaria incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;1 o 2 veces por semana;Nunca o rara vez comemos eso;Igual;No leo por entretenimiento;30 minutos o menos;0;No;538173;2,73001E+11;INSTITUCION EDUCATIVA SAN FRANCISCO;MIXTO;OFICIAL;A;NA;ACADÉMICO;2,73001E+11;CURAL LA TIGRERA;N;RURAL;TARDE;73001;IBAGUÉ;73;TOLIMA;N;73001;IBAGUÉ;TOLIMA;73;43;20;2;40;20;2;40;24;1;37;25;1;52;63;A1;205;23;322.425.114.143.507;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;10/06/2002;20194;SB11201940465483;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 3;1 a 2;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;Si;Si;No;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;30 minutos o menos;Más de 3 horas;0;No;724211;1,05001E+11;INST EDUC CEFA;FEMENINO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,05001E+11;INST EDUC CEFA;S;URBANO;UNICA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;47;32;2;53;58;3;49;54;2;45;51;2;42;33;A-;240;48;561.267.626.480.843;3;3;PUBLICAR;NO
CC;COLOMBIA;F;5/05/2001;20194;SB11201940437758;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;5 a 6;Cuatro;Secundaria (Bachillerato) incompleta;Técnica o tecnológica completa;No aplica;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;Si;Si;No;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Mejor;No leo por entretenimiento;Más de 3 horas;0;No;26047;3,11001E+11;COLEGIO PARROQUIAL ADVENIAT;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COL PARROQ ADVENIAT;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;63;83;3;65;88;3;60;86;3;71;98;4;56;73;A1;320;92;653.659.983.229.871;4;3;PUBLICAR;NO
TI;COLOMBIA;M;28/09/2001;20194;SB11201940578207;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;PUERTO SALGAR;25572;Estrato 1;7 a 8;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;Trabaja en el hogar, no trabaja o estudia;No;Si;Si;Si;No;Si;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Mejor;30 minutos o menos;Entre 30 y 60 minutos;0;No;104810;2,25572E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE;MIXTO;OFICIAL;A;N;ACADÉMICO;2,25572E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL PUERTO LIBRE;S;RURAL;MAÑANA;25572;PUERTO SALGAR;25;CUNDINAMARCA;N;17380;LA DORADA;CALDAS;17;57;67;3;59;76;3;55;74;2;52;69;2;47;47;A-;275;71;520.300.951.110.262;3;2;PUBLICAR;NO
TI;COLOMBIA;M;15/08/2002;20194;SB11201940583908;ESTUDIANTE;No;COLOMBIA;NA;TOLIMA;73;IBAGUÉ;73001;Estrato 3;5 a 6;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;NA;3 a 5 veces por semana;3 a 5 veces por semana;Mejor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;38083;1,73001E+11;INST EDUC MPAL. ALBERTO SANTOFIMIO CAICEDO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,73001E+11;SEDE 1  ALBERTO SANTOFIMIO CAICEDO;S;URBANO;MAÑANA;73001;IBAGUÉ;73;TOLIMA;N;73001;IBAGUÉ;TOLIMA;73;56;62;3;56;66;3;58;81;3;52;68;2;55;71;A1;277;72;532.610.731.066.556;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;19/08/2001;20194;SB11201940477029;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;FACATATIVÁ;25269;Estrato 2;5 a 6;Tres;Primaria incompleta;Primaria incompleta;Trabaja por cuenta propia (por ejemplo plomero, electricista);No aplica;Si;Si;Si;Si;Si;No;No;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Igual;No leo por entretenimiento;Más de 3 horas;0;No;716357;3,2527E+11;INSTITUCION EDUCATIVA PARA ADULTOS SAN NICOLAS;MIXTO;NO OFICIAL;A;NA;NA;3,2527E+11;INSTITUCION EDUCATIVA PARA ADULTOS SAN NICOLAS - SEDE PRINCIPAL;S;URBANO;SABATINA;25269;FACATATIVÁ;25;CUNDINAMARCA;N;25269;FACATATIVÁ;CUNDINAMARCA;25;57;66;3;49;44;2;46;45;2;48;57;2;38;21;A-;245;51;52.173.495.451.028;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;30/03/2002;20194;SB11201940389440;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 1;7 a 8;Dos;Primaria completa;No sabe;Es vendedor o trabaja en atención al público;No sabe;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Mejor;30 minutos o menos;Entre 1 y 3 horas;0;No;727529;3,05001E+11;INST EDUC FE Y ALEGRIA LUIS AMIGO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;3,05001E+11;INST EDUC FE Y ALEGRIA LUIS AMIGO;S;URBANO;UNICA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;43;21;2;27;3;1;30;4;1;23;1;1;38;22;A-;157;3;505.468.096.357.311;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;5/05/2003;20194;SB11201940234112;ESTUDIANTE;No;COLOMBIA;NA;HUILA;41;TIMANÁ;41807;Estrato 1;5 a 6;Dos;Secundaria (Bachillerato) incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;No;Si;Si;No;No;Si;No;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Mejor;Entre 1 y 2 horas;30 minutos o menos;Entre 11 y 20 horas;Si, en efectivo;44511;2,41807E+11;IE EL TEJAR;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;2,41807E+11;EL TEJAR;S;RURAL;COMPLETA;41807;TIMANÁ;41;HUILA;N;41807;TIMANÁ;HUILA;41;57;67;3;49;46;2;39;22;1;45;50;2;40;29;A-;235;44;444.537.379.800.865;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;25/08/2001;20194;SB11201940349536;ESTUDIANTE;No;COLOMBIA;NA;NORTE SANTANDER;54;CÚCUTA;54001;Estrato 1;3 a 4;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Mejor;Entre 30 y 60 minutos;30 minutos o menos;0;No;28522;1,54001E+11;COL INTEGD JUAN ATALAYA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,54001E+11;COL INTEGD JUAN ATALAYA;S;URBANO;MAÑANA;54001;CÚCUTA;54;NORTE SANTANDER;N;54001;CÚCUTA;NORTE SANTANDER;54;56;62;3;38;15;2;46;44;2;44;47;2;39;24;A-;227;38;57.056.037.743.123;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;17/02/2001;20194;SB11201940599127;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;SABANETA;5631;Estrato 3;3 a 4;Tres;Educación profesional completa;Educación profesional completa;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;No;Si;26 A 100 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;Nunca o rara vez comemos eso;Igual;30 minutos o menos;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;131136;3,05631E+11;INSTITUTO CORFERRINI;MIXTO;NO OFICIAL;A;NA;ACADÉMICO;3,05631E+11;INSTITUTO CORFERRINI;S;URBANO;SABATINA;5631;SABANETA;5;ANTIOQUIA;N;5631;SABANETA;ANTIOQUIA;5;49;39;2;35;11;1;32;7;1;30;9;1;49;55;A1;187;13;608.402.392.667.818;3;3;PUBLICAR;NO
TI;COLOMBIA;M;10/07/2001;20194;SB11201940237783;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;MEDELLÍN;5001;Estrato 2;3 a 4;Tres;Secundaria (Bachillerato) completa;Educación profesional completa;No sabe;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;No;Si;Si;No;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;30 minutos o menos;Entre 1 y 3 horas;NA;No;159251;1,05001E+11;INST EDUC BARRIO SANTA CRUZ;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05001E+11;INST EDUC BARRIO SANTA CRUZ;S;URBANO;NOCHE;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;38;10;2;56;67;3;48;51;2;45;48;2;45;41;A-;233;43;569.944.965.727.746;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;10/01/2002;20194;SB11201940168512;ESTUDIANTE;No;COLOMBIA;NA;RISARALDA;66;PEREIRA;66001;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) incompleta;Técnica o tecnológica completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;Si;Si;No;No;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;108738;2,66001E+11;IE SAN JOAQUIN;MIXTO;OFICIAL;A;N;ACADÉMICO;2,66001E+11;INST EDUC SAN JOAQUIN;S;URBANO;TARDE;66001;PEREIRA;66;RISARALDA;N;66001;PEREIRA;RISARALDA;66;50;40;2;58;73;3;37;15;1;38;30;1;36;18;A-;225;37;591.414.926.014.076;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;10/08/2000;20194;SB11201940117771;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;MANIZALES;17001;Estrato 2;3 a 4;Dos;No Aplica;Primaria incompleta;No aplica;Es vendedor o trabaja en atención al público;No;Si;No;No;No;No;No;No;NA;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Igual;No leo por entretenimiento;30 minutos o menos;Menos de 10 horas;No;225557;1,17001E+11;INSTITUCION EDUCATIVA INEM BALDOMERO SANIN CANO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,17001E+11;INSTITUCION EDUCATIVA INEM BALDOMERO SANIN CANO;S;URBANO;UNICA;17001;MANIZALES;17;CALDAS;N;17001;MANIZALES;CALDAS;17;42;19;2;50;48;2;44;38;2;40;36;1;44;39;A-;220;33;409.474.774.296.757;1;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;9/01/2003;20194;SB11201940202818;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;3 a 4;Tres;Secundaria (Bachillerato) completa;Primaria completa;No sabe;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;No;No;No;No;MÁS DE 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Peor;30 minutos o menos;Entre 30 y 60 minutos;0;No;45351;1,11001E+11;COLEGIO RAFAEL URIBE URIBE (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;COL DIST U.B. RAFAEL URIBE URIBE;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;57;68;3;61;81;3;50;58;2;59;83;3;60;83;A2;285;77;53.478.976.339.624;3;3;PUBLICAR;NO
TI;COLOMBIA;F;14/04/2003;20194;SB11201940351311;ESTUDIANTE;No;COLOMBIA;NA;PUTUMAYO;86;COLÓN;86219;Estrato 2;3 a 4;Uno;Primaria incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;No sabe;No;Si;No;No;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;29025;1,86219E+11;IE SUCRE;MIXTO;OFICIAL;A;N;TÉCNICO;1,86219E+11;COL TECNICO SUCRE;S;URBANO;MAÑANA;86219;COLÓN;86;PUTUMAYO;N;86749;SIBUNDOY;PUTUMAYO;86;55;61;3;43;28;2;44;38;2;41;39;2;53;66;A1;232;41;350.174.948.180.031;1;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;18/02/2000;20194;SB11201940488155;ESTUDIANTE;No;COLOMBIA;NA;CAQUETA;18;FLORENCIA;18001;Estrato 3;1 a 2;Uno;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;No;No;Si;No;Si;No;No;No;MÁS DE 100 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;No Navega Internet;Entre 21 y 30 horas;Si, en efectivo;64303;1,83001E+11;BARRIOS UNIDOS DEL SUR;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,83001E+11;BARRIOS UNIDOS DEL SUR;S;URBANO;NOCHE;18001;FLORENCIA;18;CAQUETA;N;18001;FLORENCIA;CAQUETA;18;58;70;3;51;50;3;44;36;2;49;61;2;61;84;A2;257;59;468.077.879.622.952;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;9/12/2002;20194;SB11201940239586;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;MALAMBO;8433;Estrato 2;3 a 4;Dos;Primaria completa;Secundaria (Bachillerato) completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;No;Si;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;Entre 21 y 30 horas;No;131920;1,08433E+11;INSTITUCION EDUCATIVA SIMON BOLIVAR;MIXTO;OFICIAL;A;NA;ACADÉMICO;1,08433E+11;INSTITUCION EDUCATIVA SIMON BOLIVAR;S;URBANO;MAÑANA;8433;MALAMBO;8;ATLANTICO;N;8433;MALAMBO;ATLANTICO;8;46;29;2;41;23;2;42;30;2;33;14;1;33;11;A-;200;20;459.161.817.091.014;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;26/05/2002;20194;SB11201940276538;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;ENVIGADO;5266;Estrato 3;1 a 2;Dos;Educación profesional completa;Técnica o tecnológica completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;No leo por entretenimiento;Entre 1 y 3 horas;0;No;206342;1,05266E+11;I.E. NORMAL SUPERIOR DE ENVIGADO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,05266E+11;I.E. NORMAL SUPERIOR DE ENVIGADO - SEDE PRINCIPAL;S;URBANO;UNICA;5266;ENVIGADO;5;ANTIOQUIA;N;5266;ENVIGADO;ANTIOQUIA;5;59;72;3;66;89;3;56;77;3;47;55;2;62;86;A2;287;78;55.222.513.117.651;3;3;PUBLICAR;NO
